"lang"
{ 
	"Language" "schinese" 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>每当受到攻击时对敌人反弹100+10%的伤害</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2" 	 "<font color='#9500ff'>古代斯巴达护腕</font>"
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2_Description" 	 "强大的古代斯巴达盔甲的一部分。集齐所有零件将使您坚不可摧！
 <font color='#FF0000'>Only heroes with the main attribute STRENGTH will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2_bonus_attack_speed" 	 "攻速加成："
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2_bonus_damage" 	 "攻击力加成："
	"DOTA_Tooltip_ability_item_set_glov_str_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升护甲 = 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>获得力量：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>生命最大值恢复：3%每秒</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高魔法抗性：2*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>每当受到攻击时对敌人反弹100+10%的伤害</font> <br>"
					
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2" 	 "<font color='#9500ff'>古代斯巴达胸甲</font>"
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2_Description" 	 "强大的古代斯巴达盔甲的一部分。集齐所有零件将使您坚不可摧！
 <font color='#FF0000'>Only heroes with the main attribute STRENGTH will receive the set bonus!</font> "		
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2_bonus_hp_reg" 	 "每秒恢复生命值百分比："
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2_bonus_str" 	 "额外力量："
	"DOTA_Tooltip_ability_item_set_armor_str_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升护甲 = 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>获得力量：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>生命最大值恢复：3%每秒</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高魔法抗性：2*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>每当受到攻击时对敌人反弹100+10%的伤害</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2" 	 "<font color='#9500ff'>古代斯巴达盾牌</font>"
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2_Description" 	 "强大的古代斯巴达盔甲的一部分。集齐所有零件将使您坚不可摧！
 <font color='#FF0000'>Only heroes with the main attribute STRENGTH will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2_bonus_mag_armor" 	 "%额外魔法抗性："
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2_bonus_str" 	 "额外力量："
	"DOTA_Tooltip_ability_item_set_shield_str_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升护甲 = 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>获得力量：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>生命最大值恢复：3%每秒</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高魔法抗性：2*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>每当受到攻击时对敌人反弹100+10%的伤害</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2" 	 "<font color='#9500ff'>古代斯巴达斧头</font>"
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2_Description" 	 "强大的古代斯巴达盔甲的一部分。攻击对目标 200 半径范围内的所有敌人造成伤害并使他们减速 2 秒。收集所有部件将使你坚不可摧！
 <font color='#FF0000'>Only heroes with the main attribute STRENGTH will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2_bonus_dmg" 	 "攻击力加成："
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2_bonus_any" 	 "对附近目标的伤害百分比："
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2_slow" 	 "％减速："
	"DOTA_Tooltip_ability_item_set_weapon_str_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升护甲 = 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>获得力量：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>生命最大值恢复：3%每秒</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高魔法抗性：2*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>每当受到攻击时对敌人反弹100+10%的伤害</font> <br>"
			

//==========================================================================================================================================================================================================

	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手之靴</font>"
	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2_Description" 	 "一套强大的弓箭手古代盔甲的一部分。集齐它的所有部件会让你的敌人胆战心惊！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2_bonus_speed" 	 "%额外移动速度："
	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2_bonus_eva" 	 "%闪避提升："
	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_boots_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手头盔</font>"
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2_Description" 	 "一套强大的弓箭手古代盔甲的一部分。集齐它的所有部件会让你的敌人胆战心惊！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2_bonus_mana" 	 "法力上限："
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_head_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"

	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手手套</font>"
	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2_Description" 	 "一套强大的弓箭手古代盔甲的一部分。集齐它的所有部件会让你的敌人胆战心惊！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2_bonus_attack_speed" 	 "攻速加成："
	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_glov_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手盔甲</font>"
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2_Description" 	 "一套强大的弓箭手古代盔甲的一部分。集齐它的所有部件会让你的敌人胆战心惊！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font> <br> Increases all passive health regeneration by %bonus_hp_ampl%%%"	
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2_bonus_hp" 	 "最大生命值："
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_armor_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手护腿</font>"
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2_Description" 	 "一套强大的弓箭手古代盔甲的一部分。集齐它的所有部件会让你的敌人胆战心惊！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2_bonus_mag_armor" 	 "额外魔法抗性%："
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_shield_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_weapon_agi_1_set_2" 	 "<font color='#9500ff'>古代弓箭手之刃</font>"
	"DOTA_Tooltip_ability_item_set_weapon_agi_1_set_2_Description" 	 "一套强大的弓箭手的古代盔甲的一部分。收集所有零件后，敌人会吓得发抖！
 <font color='#00cc15'>Only heroes with the primary attribute Agility will receive the set bonus!</font>"		
	"DOTA_Tooltip_ability_item_set_weapon_agi_1_set_2_bonus_dmg" 	 "攻击力加成："
	"DOTA_Tooltip_ability_item_set_weapon_agi_1_set_2_bonus_agi" 	 "额外敏捷："
	"DOTA_Tooltip_ability_item_set_weapon_agi_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和<font color='#00cc15'>生命恢复奖励：3 * 英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>闪避提升%=英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>获得全属性加成：2*英雄等级</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>提高基础攻击力：10*英雄等级</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>有15%的概率造成10*（英雄等级+10）%的暴击伤害！</font> <br>"

//================

	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2" 	 "<font color='#9500ff'>古代法师之靴</font>"
	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2_Description" 	 "一套强大的古代法师盔甲的一部分。集齐所有部件将使你成为一名强大的法师！
 <font color='#0078bd'>Only heroes with the primary attribute INTELLIGENT will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2_bonus_speed" 	 "移动速度加成："
	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2_bonus_int" 	 "额外智力："
	"DOTA_Tooltip_ability_item_set_boots_int_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升全属性=1*英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>提升生命和魔法恢复：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>魔法消耗降低25%</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>冷却时间降低=1*英雄等级%</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>提升技能增强=20%*智力</font> <br>"

	"DOTA_Tooltip_ability_item_set_head_int_1_set_2" 	 "<font color='#9500ff'>古代法师帽</font>"
	"DOTA_Tooltip_ability_item_set_head_int_1_set_2_Description" 	 "一套强大的古代法师盔甲的一部分。集齐所有部件将使你成为一名强大的法师！
 <font color='#0078bd'>Only heroes with the primary attribute INTELLIGENT will receive the set bonus!</font>"	
	"DOTA_Tooltip_ability_item_set_head_int_1_set_2_bonus_mana_reg" 	 "法力回复加成："
	"DOTA_Tooltip_ability_item_set_head_int_1_set_2_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_item_set_head_int_1_set_2_bonus_int" 	 "额外智力："
	"DOTA_Tooltip_ability_item_set_head_int_1_set_2_Lore" 	 "<font color='#0078bd'>两件套效果：</font> \和 <font color='#00cc15'>提升全属性=1*英雄等级</font> <br>
			<font color='#0078bd'>三件套效果:</font> <br> <font color='#00cc15'>提升生命和魔法恢复：3*英雄等级</font> <br> 
			<font color='#0078bd'>四件套效果:</font> <br> <font color='#00cc15'>魔法消耗降低25%</font> <br> 
			<font color='#0078bd'>五件套效果:</font> <br> <font color='#00cc15'>冷却时间降低=1*英雄等级%</font> <br> 
			<font color='#0078bd'>六件套效果:</font> <br> <font color='#00cc15'>提升技能增强=20%*智力</font> <br>"
			
	"DOTA_Tooltip_ability_item_set_glov_int_1_set_2" 	 "<font color='#9500ff'>古代法师手套</font>"
	"DOTA_Tooltip_ability_item_set_glov_int_1_set_2_Description" 	 "一套强大的古代法师盔甲的一部分。集齐所有部件将使你成为一名强大的法师！
